Hora, Tipo Registro, Mensaje,Robot
2023-09-05 15:21:04.619162, INFO, "Inicio del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 15:21:26.545609, ERROR, "Error inesperado" ,Iniciar_Simulacion
2023-09-05 15:21:26.602815, INFO, "Inicio del modulo " ,Ultimas_Validaciones
2023-09-05 15:21:26.650722, INFO, "Reintento numero "1" De "3 ,Ultimas_Validaciones
2023-09-05 15:21:26.693112, INFO, "Fin del modulo " ,Ultimas_Validaciones
2023-09-05 15:21:26.762990, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 15:23:24.856201, TRACE, Incio del modulo Init ,Init
2023-09-05 15:23:24.910204, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-05 15:23:34.961526, INFO, "Inicio del modulo GetAssets" ,GetAssets

2023-09-05 15:23:35.050274, TRACE, Inicio Ejecucion, RB_ES_EDSA_017_CambioComercializadora
2023-09-05 15:23:35.098383, TRACE, Inicio del modulo Init ,InitConfig
2023-09-05 15:23:35.220003, TRACE, Fin del modulo Init ,InitConfig
2023-09-05 15:23:35.278639, TRACE, Inicio del submodulo KillProcess ,KillProcess
2023-09-05 15:23:38.099198, TRACE, Fin del submodulo KillProcess ,KillProcess
2023-09-05 15:23:38.144193, TRACE, Inicio del submodulo InitApps ,InitApps
2023-09-05 15:23:38.190577, INFO, "Incio del modulo LoginCosmos" ,Login
2023-09-05 15:24:00.218508, INFO, "Inicio del modulo Obtener Token" ,ObtenerToken
2023-09-05 15:24:00.263048, INFO, "Fin del modulo Obtener Token" ,ObtenerToken
2023-09-05 15:24:14.264654, INFO, "Fin del modulo LoginCosmos" ,Login
2023-09-05 15:24:14.300485, TRACE, Fin del submodulo InitApps ,InitApps
2023-09-05 15:24:14.342112, TRACE, Fin del modulo Init ,Init
2023-09-05 15:26:12.294485, TRACE, Incio del modulo Init ,Init
2023-09-05 15:26:12.340760, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-05 15:26:23.653877, INFO, "Inicio del modulo GetAssets" ,GetAssets

2023-09-05 15:26:23.737477, TRACE, Inicio Ejecucion, RB_ES_EDSA_017_CambioComercializadora
2023-09-05 15:26:23.783922, TRACE, Inicio del modulo Init ,InitConfig
2023-09-05 15:26:23.894416, TRACE, Fin del modulo Init ,InitConfig
2023-09-05 15:26:23.947905, TRACE, Inicio del submodulo KillProcess ,KillProcess
2023-09-05 15:26:26.403808, TRACE, Fin del submodulo KillProcess ,KillProcess
2023-09-05 15:26:26.448123, TRACE, Inicio del submodulo InitApps ,InitApps
2023-09-05 15:26:26.494334, INFO, "Incio del modulo LoginCosmos" ,Login
2023-09-05 15:26:49.123704, INFO, "Inicio del modulo Obtener Token" ,ObtenerToken
2023-09-05 15:26:49.180557, INFO, "Fin del modulo Obtener Token" ,ObtenerToken
2023-09-05 15:27:03.244543, INFO, "Fin del modulo LoginCosmos" ,Login
2023-09-05 15:27:03.277251, TRACE, Fin del submodulo InitApps ,InitApps
2023-09-05 15:27:03.313015, TRACE, Fin del modulo Init ,Init
2023-09-05 15:27:03.385457, TRACE, Inicio del modulo GetTransaction ,GetTransaction
2023-09-05 15:27:06.714321, TRACE, Fin del modulo GetTransaction ,GetTransaction
2023-09-05 15:27:07.328033, TRACE, Inicio del modulo Process ,Process
2023-09-05 15:27:07.375912, INFO, "Inicio del modulo Work Data" ,Work_Data
2023-09-05 15:27:08.717994, INFO, "Fin del modulo Work Data" ,Work_Data
2023-09-05 15:27:08.800599, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 15:27:28.097956, INFO, "Intento de click en Buscar numero "1" de 10" ,Buscar_Cliente
2023-09-05 15:27:30.837753, INFO, "Fin del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 15:27:30.889549, INFO, "Inicio del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 15:27:55.180867, INFO, "Fin del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 15:27:55.236145, INFO, "Inicio modulo Validacion Cups" ,Validacion_Cups
2023-09-05 15:28:01.657654, INFO, "El cups existe y esta en vigor " ,Validacion_Cups
2023-09-05 15:28:01.701542, INFO, "Inicio del modulo" ,Cambio_Comercializadora
2023-09-05 15:28:01.741729, INFO, "Pantalla del boton Contratación" ,Cambio_Comercializadora
2023-09-05 15:28:02.154210, INFO, "Pantalla del boton Nueva Oferta" ,Cambio_Comercializadora
2023-09-05 15:28:13.387538, INFO, "Pantalla donde se busca por Cups" ,Cambio_Comercializadora
2023-09-05 15:28:18.616141, INFO, "Pantalla donde se da click en la dirección" ,Cambio_Comercializadora
2023-09-05 15:28:19.574516, INFO, "Pantalla de validación de suministro" ,Cambio_Comercializadora
2023-09-05 15:28:20.871060, INFO, "Fin del modulo" ,Cambio_Comercializadora
2023-09-05 15:28:20.923696, INFO, "Inicio del modulo" ,Actualizar_Potencia
2023-09-05 15:40:15.389903, TRACE, Incio del modulo Init ,Init
2023-09-05 15:40:15.436218, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-05 15:40:25.584926, INFO, "Inicio del modulo GetAssets" ,GetAssets

2023-09-05 15:40:25.666690, TRACE, Inicio Ejecucion, RB_ES_EDSA_017_CambioComercializadora
2023-09-05 15:40:25.711413, TRACE, Inicio del modulo Init ,InitConfig
2023-09-05 15:40:25.831113, TRACE, Fin del modulo Init ,InitConfig
2023-09-05 15:40:25.883307, TRACE, Inicio del submodulo KillProcess ,KillProcess
2023-09-05 15:40:28.643809, TRACE, Fin del submodulo KillProcess ,KillProcess
2023-09-05 15:40:28.689104, TRACE, Inicio del submodulo InitApps ,InitApps
2023-09-05 15:40:28.733268, INFO, "Incio del modulo LoginCosmos" ,Login
2023-09-05 15:40:56.931431, INFO, "Inicio del modulo Obtener Token" ,ObtenerToken
2023-09-05 15:40:56.978659, INFO, "Fin del modulo Obtener Token" ,ObtenerToken
2023-09-05 15:41:15.593855, INFO, "Fin del modulo LoginCosmos" ,Login
2023-09-05 15:41:15.626405, TRACE, Fin del submodulo InitApps ,InitApps
2023-09-05 15:41:15.661409, TRACE, Fin del modulo Init ,Init
2023-09-05 15:41:16.064164, TRACE, Inicio del modulo GetTransaction ,GetTransaction
2023-09-05 15:41:18.554785, TRACE, Fin del modulo GetTransaction ,GetTransaction
2023-09-05 15:41:19.176663, TRACE, Inicio del modulo Process ,Process
2023-09-05 15:41:19.228294, INFO, "Inicio del modulo Work Data" ,Work_Data
2023-09-05 15:41:20.415200, INFO, "Fin del modulo Work Data" ,Work_Data
2023-09-05 15:41:20.492969, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 15:41:45.010849, INFO, "Intento de click en Buscar numero "1" de 10" ,Buscar_Cliente
2023-09-05 15:41:47.709587, INFO, "Fin del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 15:41:47.763582, INFO, "Inicio del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 15:42:20.997128, ERROR, "Error inesperado" ,Iniciar_Simulacion
2023-09-05 15:42:21.050653, INFO, "Inicio del modulo " ,Ultimas_Validaciones
2023-09-05 15:42:21.093693, INFO, "Reintento numero "1" De "3 ,Ultimas_Validaciones
2023-09-05 15:42:21.135676, INFO, "Fin del modulo " ,Ultimas_Validaciones
2023-09-05 15:42:21.197502, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 15:42:42.952623, INFO, "Intento de click en Buscar numero "1" de 10" ,Buscar_Cliente
2023-09-05 15:42:45.893983, INFO, "Intento de click en Buscar numero "2" de 10" ,Buscar_Cliente
2023-09-05 15:42:48.607465, INFO, "Fin del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 15:42:48.661431, INFO, "Inicio del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 15:43:13.947786, INFO, "Fin del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 15:43:13.999725, INFO, "Inicio modulo Validacion Cups" ,Validacion_Cups
2023-09-05 15:43:20.354485, INFO, "El cups existe y esta en vigor " ,Validacion_Cups
2023-09-05 15:43:20.406944, INFO, "Inicio del modulo" ,Cambio_Comercializadora
2023-09-05 15:43:20.445217, INFO, "Pantalla del boton Contratación" ,Cambio_Comercializadora
2023-09-05 15:43:20.903711, INFO, "Pantalla del boton Nueva Oferta" ,Cambio_Comercializadora
2023-09-05 15:43:31.698013, INFO, "Pantalla donde se busca por Cups" ,Cambio_Comercializadora
2023-09-05 15:43:35.416718, INFO, "Pantalla donde se da click en la dirección" ,Cambio_Comercializadora
2023-09-05 15:43:36.859767, INFO, "Pantalla de validación de suministro" ,Cambio_Comercializadora
2023-09-05 15:43:38.156950, INFO, "Fin del modulo" ,Cambio_Comercializadora
2023-09-05 15:43:38.213847, INFO, "Inicio del modulo" ,Actualizar_Potencia
2023-09-05 15:50:52.413405, TRACE, Incio del modulo Init ,Init
2023-09-05 15:50:52.459002, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-05 15:51:01.953952, INFO, "Inicio del modulo GetAssets" ,GetAssets

2023-09-05 15:51:02.037677, TRACE, Inicio Ejecucion, RB_ES_EDSA_017_CambioComercializadora
2023-09-05 15:51:02.082410, TRACE, Inicio del modulo Init ,InitConfig
2023-09-05 15:51:02.207111, TRACE, Fin del modulo Init ,InitConfig
2023-09-05 15:51:02.261110, TRACE, Inicio del submodulo KillProcess ,KillProcess
2023-09-05 15:51:05.031831, TRACE, Fin del submodulo KillProcess ,KillProcess
2023-09-05 15:51:05.078782, TRACE, Inicio del submodulo InitApps ,InitApps
2023-09-05 15:51:05.125303, INFO, "Incio del modulo LoginCosmos" ,Login
2023-09-05 15:51:26.288367, INFO, "Inicio del modulo Obtener Token" ,ObtenerToken
2023-09-05 15:51:26.349270, INFO, "Fin del modulo Obtener Token" ,ObtenerToken
2023-09-05 15:51:40.751222, INFO, "Fin del modulo LoginCosmos" ,Login
2023-09-05 15:51:40.786761, TRACE, Fin del submodulo InitApps ,InitApps
2023-09-05 15:51:40.822113, TRACE, Fin del modulo Init ,Init
2023-09-05 15:51:40.901926, TRACE, Inicio del modulo GetTransaction ,GetTransaction
2023-09-05 15:51:43.473706, TRACE, Fin del modulo GetTransaction ,GetTransaction
2023-09-05 15:51:44.100258, TRACE, Inicio del modulo Process ,Process
2023-09-05 15:51:44.150446, INFO, "Inicio del modulo Work Data" ,Work_Data
2023-09-05 15:51:45.572639, INFO, "Fin del modulo Work Data" ,Work_Data
2023-09-05 15:51:45.652487, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 15:52:37.115059, INFO, "Intento de click en Buscar numero "1" de 10" ,Buscar_Cliente
2023-09-05 15:52:39.860143, INFO, "Fin del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 15:52:39.937960, INFO, "Inicio del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 15:53:04.239996, INFO, "Fin del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 15:53:04.308661, INFO, "Inicio modulo Validacion Cups" ,Validacion_Cups
2023-09-05 15:53:10.677114, INFO, "El cups existe y esta en vigor " ,Validacion_Cups
2023-09-05 15:53:10.742719, INFO, "Inicio del modulo" ,Cambio_Comercializadora
2023-09-05 15:53:10.784537, INFO, "Pantalla del boton Contratación" ,Cambio_Comercializadora
2023-09-05 15:53:11.202880, INFO, "Pantalla del boton Nueva Oferta" ,Cambio_Comercializadora
2023-09-05 15:53:21.906884, INFO, "Pantalla donde se busca por Cups" ,Cambio_Comercializadora
2023-09-05 15:53:26.108469, INFO, "Pantalla donde se da click en la dirección" ,Cambio_Comercializadora
2023-09-05 15:53:27.053552, INFO, "Pantalla de validación de suministro" ,Cambio_Comercializadora
2023-09-05 15:53:38.376491, INFO, "Fin del modulo" ,Cambio_Comercializadora
2023-09-05 15:53:38.429353, INFO, "Inicio del modulo" ,Actualizar_Potencia
2023-09-05 15:53:44.828412, ERROR, "Error inesperado" ,Actualizar_Potencia
2023-09-05 15:53:44.882460, INFO, "Inicio del modulo " ,Ultimas_Validaciones
2023-09-05 15:53:44.930649, INFO, "Reintento numero "1" De "3 ,Ultimas_Validaciones
2023-09-05 15:53:44.972843, INFO, "Fin del modulo " ,Ultimas_Validaciones
2023-09-05 15:53:45.036317, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 15:55:15.096238, INFO, "Intento de click en Buscar numero "1" de 10" ,Buscar_Cliente
2023-09-05 15:55:17.902776, INFO, "Fin del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 15:55:17.957589, INFO, "Inicio del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 15:55:41.836705, INFO, "Fin del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 15:55:41.891587, INFO, "Inicio modulo Validacion Cups" ,Validacion_Cups
2023-09-05 15:55:48.268681, INFO, "El cups existe y esta en vigor " ,Validacion_Cups
2023-09-05 15:55:48.323852, INFO, "Inicio del modulo" ,Cambio_Comercializadora
2023-09-05 15:55:48.365536, INFO, "Pantalla del boton Contratación" ,Cambio_Comercializadora
2023-09-05 15:55:48.768255, INFO, "Pantalla del boton Nueva Oferta" ,Cambio_Comercializadora
2023-09-05 15:55:57.807788, INFO, "Pantalla donde se busca por Cups" ,Cambio_Comercializadora
2023-09-05 15:56:01.062546, INFO, "Pantalla donde se da click en la dirección" ,Cambio_Comercializadora
2023-09-05 15:56:01.997689, INFO, "Pantalla de validación de suministro" ,Cambio_Comercializadora
2023-09-05 15:56:13.307771, INFO, "Fin del modulo" ,Cambio_Comercializadora
2023-09-05 15:56:13.359982, INFO, "Inicio del modulo" ,Actualizar_Potencia
2023-09-05 15:59:03.088238, TRACE, Incio del modulo Init ,Init
2023-09-05 15:59:03.148241, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-05 15:59:14.608131, INFO, "Inicio del modulo GetAssets" ,GetAssets

2023-09-05 15:59:14.729188, TRACE, Inicio Ejecucion, RB_ES_EDSA_017_CambioComercializadora
2023-09-05 15:59:14.791351, TRACE, Inicio del modulo Init ,InitConfig
2023-09-05 15:59:14.942407, TRACE, Fin del modulo Init ,InitConfig
2023-09-05 15:59:15.018856, TRACE, Inicio del submodulo KillProcess ,KillProcess
2023-09-05 15:59:15.171324, TRACE, Fin del submodulo KillProcess ,KillProcess
2023-09-05 15:59:15.296422, TRACE, Inicio del submodulo InitApps ,InitApps
2023-09-05 15:59:15.360183, INFO, "Incio del modulo LoginCosmos" ,Login
2023-09-05 15:59:32.188355, INFO, "Inicio del modulo Obtener Token" ,ObtenerToken
2023-09-05 15:59:32.264436, INFO, "Fin del modulo Obtener Token" ,ObtenerToken
2023-09-05 15:59:46.027518, INFO, "Fin del modulo LoginCosmos" ,Login
2023-09-05 15:59:46.073338, TRACE, Fin del submodulo InitApps ,InitApps
2023-09-05 15:59:46.125303, TRACE, Fin del modulo Init ,Init
2023-09-05 15:59:46.441844, TRACE, Inicio del modulo GetTransaction ,GetTransaction
2023-09-05 15:59:48.670099, TRACE, Fin del modulo GetTransaction ,GetTransaction
2023-09-05 15:59:49.304101, TRACE, Inicio del modulo Process ,Process
2023-09-05 15:59:49.378028, INFO, "Inicio del modulo Work Data" ,Work_Data
2023-09-05 15:59:50.586621, INFO, "Fin del modulo Work Data" ,Work_Data
2023-09-05 15:59:50.736927, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 16:00:19.332201, INFO, "Intento de click en Buscar numero "1" de 10" ,Buscar_Cliente
2023-09-05 16:00:22.108474, INFO, "Fin del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 16:00:22.186114, INFO, "Inicio del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 16:00:55.344166, ERROR, "Error inesperado" ,Iniciar_Simulacion
2023-09-05 16:00:55.436949, INFO, "Inicio del modulo " ,Ultimas_Validaciones
2023-09-05 16:00:55.513079, INFO, "Reintento numero "1" De "3 ,Ultimas_Validaciones
2023-09-05 16:00:55.582718, INFO, "Fin del modulo " ,Ultimas_Validaciones
2023-09-05 16:00:55.692854, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 16:01:11.811687, INFO, "Intento de click en Buscar numero "1" de 10" ,Buscar_Cliente
2023-09-05 16:01:14.569524, INFO, "Fin del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 16:01:14.649073, INFO, "Inicio del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 16:01:40.117271, INFO, "Fin del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 16:01:40.212785, INFO, "Inicio modulo Validacion Cups" ,Validacion_Cups
2023-09-05 16:01:46.678710, INFO, "El cups existe y esta en vigor " ,Validacion_Cups
2023-09-05 16:01:46.768710, INFO, "Inicio del modulo" ,Cambio_Comercializadora
2023-09-05 16:01:46.843711, INFO, "Pantalla del boton Contratación" ,Cambio_Comercializadora
2023-09-05 16:01:47.282821, INFO, "Pantalla del boton Nueva Oferta" ,Cambio_Comercializadora
2023-09-05 16:01:58.993011, INFO, "Pantalla donde se busca por Cups" ,Cambio_Comercializadora
2023-09-05 16:02:02.710498, INFO, "Pantalla donde se da click en la dirección" ,Cambio_Comercializadora
2023-09-05 16:02:03.679630, INFO, "Pantalla de validación de suministro" ,Cambio_Comercializadora
2023-09-05 16:02:15.038358, INFO, "Fin del modulo" ,Cambio_Comercializadora
2023-09-05 16:02:15.140620, INFO, "Inicio del modulo" ,Actualizar_Potencia
2023-09-05 16:06:43.288889, TRACE, Incio del modulo Init ,Init
2023-09-05 16:06:43.355917, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-05 16:06:53.723259, INFO, "Inicio del modulo GetAssets" ,GetAssets

2023-09-05 16:06:53.857499, TRACE, Inicio Ejecucion, RB_ES_EDSA_017_CambioComercializadora
2023-09-05 16:06:53.922162, TRACE, Inicio del modulo Init ,InitConfig
2023-09-05 16:06:54.071420, TRACE, Fin del modulo Init ,InitConfig
2023-09-05 16:06:54.149510, TRACE, Inicio del submodulo KillProcess ,KillProcess
2023-09-05 16:06:57.385528, TRACE, Fin del submodulo KillProcess ,KillProcess
2023-09-05 16:06:57.450689, TRACE, Inicio del submodulo InitApps ,InitApps
2023-09-05 16:06:57.516313, INFO, "Incio del modulo LoginCosmos" ,Login
2023-09-05 16:07:18.242879, INFO, "Inicio del modulo Obtener Token" ,ObtenerToken
2023-09-05 16:07:18.317882, INFO, "Fin del modulo Obtener Token" ,ObtenerToken
2023-09-05 16:07:32.626055, INFO, "Fin del modulo LoginCosmos" ,Login
2023-09-05 16:07:32.674405, TRACE, Fin del submodulo InitApps ,InitApps
2023-09-05 16:07:32.722778, TRACE, Fin del modulo Init ,Init
2023-09-05 16:07:32.822700, TRACE, Inicio del modulo GetTransaction ,GetTransaction
2023-09-05 16:07:35.341304, TRACE, Fin del modulo GetTransaction ,GetTransaction
2023-09-05 16:07:35.977270, TRACE, Inicio del modulo Process ,Process
2023-09-05 16:07:36.048033, INFO, "Inicio del modulo Work Data" ,Work_Data
2023-09-05 16:07:37.050153, INFO, "Fin del modulo Work Data" ,Work_Data
2023-09-05 16:07:37.166908, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 16:08:09.991742, INFO, "Intento de click en Buscar numero "1" de 10" ,Buscar_Cliente
2023-09-05 16:08:12.758183, INFO, "Fin del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 16:08:12.839180, INFO, "Inicio del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 16:08:37.703843, INFO, "Fin del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 16:08:37.783655, INFO, "Inicio modulo Validacion Cups" ,Validacion_Cups
2023-09-05 16:08:44.257826, INFO, "El cups existe y esta en vigor " ,Validacion_Cups
2023-09-05 16:08:44.342213, INFO, "Inicio del modulo" ,Cambio_Comercializadora
2023-09-05 16:08:44.403192, INFO, "Pantalla del boton Contratación" ,Cambio_Comercializadora
2023-09-05 16:08:44.858973, INFO, "Pantalla del boton Nueva Oferta" ,Cambio_Comercializadora
2023-09-05 16:08:57.157021, INFO, "Pantalla donde se busca por Cups" ,Cambio_Comercializadora
2023-09-05 16:09:00.919763, INFO, "Pantalla donde se da click en la dirección" ,Cambio_Comercializadora
2023-09-05 16:09:01.867438, INFO, "Pantalla de validación de suministro" ,Cambio_Comercializadora
2023-09-05 16:09:13.215830, INFO, "Fin del modulo" ,Cambio_Comercializadora
2023-09-05 16:09:13.293749, INFO, "Inicio del modulo" ,Actualizar_Potencia
2023-09-05 16:09:20.288358, ERROR, "Error inesperado" ,Actualizar_Potencia
2023-09-05 16:09:20.373984, INFO, "Inicio del modulo " ,Ultimas_Validaciones
2023-09-05 16:09:20.441745, INFO, "Reintento numero "1" De "3 ,Ultimas_Validaciones
2023-09-05 16:09:20.529184, INFO, "Fin del modulo " ,Ultimas_Validaciones
2023-09-05 16:09:20.609181, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 16:09:34.958432, INFO, "Intento de click en Buscar numero "1" de 10" ,Buscar_Cliente
2023-09-05 16:09:37.719421, INFO, "Fin del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-05 16:09:37.800492, INFO, "Inicio del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 16:10:02.254599, INFO, "Fin del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-05 16:10:02.336413, INFO, "Inicio modulo Validacion Cups" ,Validacion_Cups
2023-09-05 16:10:08.763840, INFO, "El cups existe y esta en vigor " ,Validacion_Cups
2023-09-05 16:10:08.844057, INFO, "Inicio del modulo" ,Cambio_Comercializadora
2023-09-05 16:10:08.897730, INFO, "Pantalla del boton Contratación" ,Cambio_Comercializadora
2023-09-05 16:10:09.331913, INFO, "Pantalla del boton Nueva Oferta" ,Cambio_Comercializadora
2023-09-05 16:10:18.495257, INFO, "Pantalla donde se busca por Cups" ,Cambio_Comercializadora
2023-09-05 16:10:21.140029, INFO, "Pantalla donde se da click en la dirección" ,Cambio_Comercializadora
2023-09-05 16:10:22.115831, INFO, "Pantalla de validación de suministro" ,Cambio_Comercializadora
2023-09-05 16:10:34.509567, INFO, "Fin del modulo" ,Cambio_Comercializadora
2023-09-05 16:10:34.609675, INFO, "Inicio del modulo" ,Actualizar_Potencia
2023-09-05 16:13:13.575953, TRACE, Incio del modulo Init ,Init
2023-09-05 16:13:13.640643, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-05 16:13:24.831316, INFO, "Inicio del modulo GetAssets" ,GetAssets

2023-09-05 16:13:24.965683, TRACE, Inicio Ejecucion, RB_ES_EDSA_017_CambioComercializadora
2023-09-05 16:13:25.026028, TRACE, Inicio del modulo Init ,InitConfig
2023-09-05 16:13:25.175059, TRACE, Fin del modulo Init ,InitConfig
2023-09-05 16:13:25.258979, TRACE, Inicio del submodulo KillProcess ,KillProcess
2023-09-05 16:13:28.466910, TRACE, Fin del submodulo KillProcess ,KillProcess
2023-09-05 16:13:28.554034, TRACE, Inicio del submodulo InitApps ,InitApps
2023-09-05 16:13:28.619669, INFO, "Incio del modulo LoginCosmos" ,Login
2023-09-05 16:13:50.560708, INFO, "Inicio del modulo Obtener Token" ,ObtenerToken
