Hora, Tipo Registro, Mensaje,Robot
2023-09-07 21:05:50.206477, INFO, "Pantalla de validación de suministro" ,Cambio_Comercializadora
2023-09-07 21:06:20.937877, INFO, "Fin del modulo" ,Cambio_Comercializadora
2023-09-07 21:06:21.017877, INFO, "Inicio del modulo" ,Actualizar_Potencia
2023-09-07 21:06:33.939201, INFO, "Fin del modulo Modificación de potencia" ,Actualizar_Potencia
2023-09-07 21:06:34.017312, INFO, "Inicio del modulo" ,Pasos_Configurador
2023-09-07 21:07:18.433151, ERROR, "Error inesperado" ,Pasos_Configurador
2023-09-07 21:07:18.512490, INFO, "Inicio del modulo Venta Caida" ,Venta_Caida
2023-09-07 21:11:02.553343, TRACE, Incio del modulo Init ,Init
2023-09-07 21:11:02.631338, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-07 21:11:12.688996, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-07 21:11:12.741353, TRACE, Fin del modulo Init ,Init
2023-09-07 21:11:12.885989, INFO, "Inicio del modulo Chage Status BPM" ,Change_Status_BPM
2023-09-07 21:11:13.616162, INFO, Inicio del modulo envio de correo ,NotificacionesCorreo
2023-09-07 21:11:13.713013, INFO, "Conecta con el server de gmail" ,NotificacionesCorreo
2023-09-07 21:11:15.150050, INFO, "Valida si es un correo de inicio o de fin" ,NotificacionesCorreo
2023-09-07 21:11:15.899512, INFO, "Valido que es un correo de Inicio" ,NotificacionesCorreo
2023-09-07 21:11:15.952277, INFO, Se conecto y envio correo correctamente ,NotificacionesCorreo
2023-09-07 21:11:16.004387, INFO, Finaliza el modulo de envio de correo ,NotificacionesCorreo
2023-09-07 21:11:18.459972, INFO, "Fin del modulo Chage Status BPM" ,Change_Status_BPM
2023-09-07 21:11:19.097274, TRACE, Inicio del modulo Process ,Process
2023-09-07 21:11:19.169860, INFO, "Inicio del modulo Work Data" ,Work_Data
2023-09-07 21:11:20.459255, INFO, "Fin del modulo Work Data" ,Work_Data
2023-09-07 21:11:20.564279, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-07 21:12:11.444737, INFO, "Intento de click en Buscar numero "1" de 10" ,Buscar_Cliente
2023-09-07 21:12:14.490425, INFO, "Intento de click en Buscar numero "2" de 10" ,Buscar_Cliente
2023-09-07 21:12:17.280085, INFO, "Fin del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-07 21:12:17.361086, INFO, "Inicio del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-07 21:12:40.826569, INFO, "Fin del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-07 21:12:40.904444, INFO, "Inicio modulo Validacion Cups" ,Validacion_Cups
2023-09-07 21:12:47.346003, INFO, "El cups existe y esta en vigor " ,Validacion_Cups
2023-09-07 21:12:47.424517, INFO, "Inicio del modulo" ,Cambio_Comercializadora
2023-09-07 21:12:47.474114, INFO, "Pantalla del boton Contratación" ,Cambio_Comercializadora
2023-09-07 21:12:47.913377, INFO, "Pantalla del boton Nueva Oferta" ,Cambio_Comercializadora
2023-09-07 21:12:57.693925, INFO, "Pantalla donde se busca por Cups" ,Cambio_Comercializadora
2023-09-07 21:13:00.869559, INFO, "Pantalla donde se da click en la dirección" ,Cambio_Comercializadora
2023-09-07 21:13:02.355856, INFO, "Pantalla de validación de suministro" ,Cambio_Comercializadora
2023-09-07 21:13:11.715784, INFO, "Fin del modulo" ,Cambio_Comercializadora
2023-09-07 21:13:11.790705, INFO, "Inicio del modulo" ,Actualizar_Potencia
2023-09-07 21:13:24.061619, INFO, "Fin del modulo Modificación de potencia" ,Actualizar_Potencia
2023-09-07 21:13:24.138708, INFO, "Inicio del modulo" ,Pasos_Configurador
2023-09-07 21:14:02.756932, ERROR, "Error inesperado" ,Pasos_Configurador
2023-09-07 21:14:02.830590, INFO, "Inicio del modulo Venta Caida" ,Venta_Caida
2023-09-07 21:14:06.597167, INFO, "Fin del modulo Venta Caida" ,Venta_Caida
2023-09-07 21:14:06.666848, INFO, "Inicio del modulo " ,Ultimas_Validaciones
2023-09-07 21:14:06.733843, INFO, "Reintento numero "1" De "3 ,Ultimas_Validaciones
2023-09-07 21:14:06.801563, INFO, "Fin del modulo " ,Ultimas_Validaciones
2023-09-07 21:14:06.901226, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-07 21:32:50.972829, TRACE, Incio del modulo Init ,Init
2023-09-07 21:32:51.036607, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-07 21:33:01.044592, INFO, "Inicio del modulo GetAssets" ,GetAssets

2023-09-07 21:33:01.191890, TRACE, Inicio Ejecucion, RB_ES_EDSA_017_CambioComercializadora
2023-09-07 21:33:01.251846, TRACE, Inicio del modulo Init ,InitConfig
2023-09-07 21:33:01.393471, TRACE, Fin del modulo Init ,InitConfig
2023-09-07 21:33:01.475983, TRACE, Inicio del submodulo KillProcess ,KillProcess
2023-09-07 21:33:04.781290, TRACE, Fin del submodulo KillProcess ,KillProcess
2023-09-07 21:33:04.846976, TRACE, Inicio del submodulo InitApps ,InitApps
2023-09-07 21:33:04.910576, INFO, "Incio del modulo LoginCosmos" ,Login
2023-09-07 21:33:29.628931, INFO, "Inicio del modulo Obtener Token" ,ObtenerToken
2023-09-07 21:33:29.690677, INFO, "Fin del modulo Obtener Token" ,ObtenerToken
2023-09-07 21:33:44.046756, INFO, "Fin del modulo LoginCosmos" ,Login
2023-09-07 21:33:44.091369, TRACE, Fin del submodulo InitApps ,InitApps
2023-09-07 21:33:44.142250, TRACE, Fin del modulo Init ,Init
2023-09-07 21:33:44.269259, TRACE, Inicio del modulo GetTransaction ,GetTransaction
2023-09-07 21:33:46.081919, TRACE, Fin del modulo GetTransaction ,GetTransaction
2023-09-07 21:33:46.715263, TRACE, Inicio del modulo Process ,Process
2023-09-07 21:33:46.781442, INFO, "Inicio del modulo Work Data" ,Work_Data
2023-09-07 21:33:47.870502, INFO, "Fin del modulo Work Data" ,Work_Data
2023-09-07 21:33:47.982037, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-07 21:34:19.956926, INFO, "Intento de click en Buscar numero "1" de 10" ,Buscar_Cliente
2023-09-07 21:34:22.753199, INFO, "Fin del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-07 21:34:22.839187, INFO, "Inicio del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-07 21:34:46.695398, INFO, "Fin del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-07 21:34:46.793065, INFO, "Inicio modulo Validacion Cups" ,Validacion_Cups
2023-09-07 21:34:53.216297, INFO, "El cups existe y esta en vigor " ,Validacion_Cups
2023-09-07 21:34:53.302619, INFO, "Inicio del modulo" ,Cambio_Comercializadora
2023-09-07 21:34:53.355745, INFO, "Pantalla del boton Contratación" ,Cambio_Comercializadora
2023-09-07 21:34:53.798365, INFO, "Pantalla del boton Nueva Oferta" ,Cambio_Comercializadora
2023-09-07 21:35:04.546266, INFO, "Pantalla donde se busca por Cups" ,Cambio_Comercializadora
2023-09-07 21:35:08.272604, INFO, "Pantalla donde se da click en la dirección" ,Cambio_Comercializadora
2023-09-07 21:35:09.749380, INFO, "Pantalla de validación de suministro" ,Cambio_Comercializadora
2023-09-07 21:35:35.116750, INFO, "Fin del modulo" ,Cambio_Comercializadora
2023-09-07 21:35:35.194882, INFO, "Inicio del modulo" ,Actualizar_Potencia
2023-09-07 21:35:47.966665, INFO, "Fin del modulo Modificación de potencia" ,Actualizar_Potencia
2023-09-07 21:35:48.044759, INFO, "Inicio del modulo" ,Pasos_Configurador
2023-09-07 21:36:26.888222, INFO, "Inicio del modulo" ,Configuracion_Tarifa_Energia_TUR
2023-09-07 21:36:28.108541, INFO, "Inicio del modulo" ,Centrar_Tarifa
2023-09-07 21:36:28.182524, INFO, "Fin del modulo" ,Centrar_Tarifa
2023-09-07 21:36:28.589705, INFO, "Fin del modulo" ,Configuracion_Tarifa_Energia_TUR
2023-09-07 21:36:28.635704, INFO, "Fin del modulo" ,Pasos_Configurador
2023-09-07 21:36:28.721719, INFO, "Inicio del modulo" ,Finalizar_Confirguracion_Tarifa
2023-09-07 21:36:34.211826, ERROR, "Error inesperado" ,Finalizar_Confirguracion_Tarifa
2023-09-07 21:36:34.294826, INFO, "Inicio del modulo Venta Caida" ,Venta_Caida
2023-09-07 21:36:41.387147, ERROR, "No se logro dejar el caso como venta caida" ,Venta_Caida
2023-09-07 21:36:41.464145, INFO, "Inicio del modulo " ,Ultimas_Validaciones
2023-09-07 21:36:41.536148, INFO, "Reintento numero "1" De "3 ,Ultimas_Validaciones
2023-09-07 21:36:41.600145, INFO, "Fin del modulo " ,Ultimas_Validaciones
2023-09-07 21:36:41.641151, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-07 21:45:42.305513, TRACE, Incio del modulo Init ,Init
2023-09-07 21:45:42.373330, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-07 21:45:54.763826, INFO, "Inicio del modulo GetAssets" ,GetAssets

2023-09-07 21:45:54.897827, TRACE, Inicio Ejecucion, RB_ES_EDSA_017_CambioComercializadora
2023-09-07 21:45:54.961829, TRACE, Inicio del modulo Init ,InitConfig
2023-09-07 21:45:55.117823, TRACE, Fin del modulo Init ,InitConfig
2023-09-07 21:45:55.211235, TRACE, Inicio del submodulo KillProcess ,KillProcess
2023-09-07 21:45:58.566665, TRACE, Fin del submodulo KillProcess ,KillProcess
2023-09-07 21:45:58.643232, TRACE, Inicio del submodulo InitApps ,InitApps
2023-09-07 21:45:58.711305, INFO, "Incio del modulo LoginCosmos" ,Login
2023-09-07 21:46:21.900427, INFO, "Inicio del modulo Obtener Token" ,ObtenerToken
2023-09-07 21:46:21.973425, INFO, "Fin del modulo Obtener Token" ,ObtenerToken
2023-09-07 21:46:36.349156, INFO, "Fin del modulo LoginCosmos" ,Login
2023-09-07 21:46:36.394216, TRACE, Fin del submodulo InitApps ,InitApps
2023-09-07 21:46:36.443171, TRACE, Fin del modulo Init ,Init
2023-09-07 21:46:36.599169, TRACE, Inicio del modulo GetTransaction ,GetTransaction
2023-09-07 21:46:38.371794, TRACE, Fin del modulo GetTransaction ,GetTransaction
2023-09-07 21:46:39.021775, TRACE, Inicio del modulo Process ,Process
2023-09-07 21:46:39.096070, INFO, "Inicio del modulo Work Data" ,Work_Data
2023-09-07 21:46:41.671050, INFO, "Fin del modulo Work Data" ,Work_Data
2023-09-07 21:46:41.785940, INFO, "Inicio del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-07 21:47:20.965952, INFO, "Intento de click en Buscar numero "1" de 10" ,Buscar_Cliente
2023-09-07 21:47:23.715011, INFO, "Fin del modulo Buscar_Cliente" ,Buscar_Cliente
2023-09-07 21:47:23.793472, INFO, "Inicio del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-07 21:47:49.097508, INFO, "Fin del modulo Iniciar Simulación" ,Iniciar_Simulacion
2023-09-07 21:47:49.177227, INFO, "Inicio modulo Validacion Cups" ,Validacion_Cups
2023-09-07 21:47:55.615050, INFO, "El cups existe y esta en vigor " ,Validacion_Cups
2023-09-07 21:47:55.691807, INFO, "Inicio del modulo" ,Cambio_Comercializadora
2023-09-07 21:47:55.741630, INFO, "Pantalla del boton Contratación" ,Cambio_Comercializadora
2023-09-07 21:47:56.182661, INFO, "Pantalla del boton Nueva Oferta" ,Cambio_Comercializadora
2023-09-07 21:48:07.398256, INFO, "Pantalla donde se busca por Cups" ,Cambio_Comercializadora
2023-09-07 21:48:11.089409, INFO, "Pantalla donde se da click en la dirección" ,Cambio_Comercializadora
2023-09-07 21:48:12.563446, INFO, "Pantalla de validación de suministro" ,Cambio_Comercializadora
2023-09-07 21:48:25.013414, INFO, "Fin del modulo" ,Cambio_Comercializadora
2023-09-07 21:48:25.092666, INFO, "Inicio del modulo" ,Actualizar_Potencia
2023-09-07 21:48:38.345008, INFO, "Fin del modulo Modificación de potencia" ,Actualizar_Potencia
2023-09-07 21:48:38.460405, INFO, "Inicio del modulo" ,Pasos_Configurador
2023-09-07 21:51:29.514207, TRACE, Incio del modulo Init ,Init
2023-09-07 21:51:29.581307, INFO, "Inicio del modulo GetAssets" ,GetAssets
2023-09-07 21:51:38.991771, INFO, "Inicio del modulo GetAssets" ,GetAssets

2023-09-07 21:51:39.113842, TRACE, Inicio Ejecucion, RB_ES_EDSA_017_CambioComercializadora
2023-09-07 21:51:39.172840, TRACE, Inicio del modulo Init ,InitConfig
2023-09-07 21:51:39.364766, TRACE, Fin del modulo Init ,InitConfig
2023-09-07 21:51:39.455769, TRACE, Inicio del submodulo KillProcess ,KillProcess
2023-09-07 21:51:42.487370, TRACE, Fin del submodulo KillProcess ,KillProcess
2023-09-07 21:51:42.554237, TRACE, Inicio del submodulo InitApps ,InitApps
2023-09-07 21:51:42.620222, INFO, "Incio del modulo LoginCosmos" ,Login
2023-09-07 21:52:08.779154, INFO, "Inicio del modulo Obtener Token" ,ObtenerToken
2023-09-07 21:52:08.841169, INFO, "Fin del modulo Obtener Token" ,ObtenerToken
2023-09-07 21:52:22.743833, INFO, "Fin del modulo LoginCosmos" ,Login
2023-09-07 21:52:22.788161, TRACE, Fin del submodulo InitApps ,InitApps
2023-09-07 21:52:22.833866, TRACE, Fin del modulo Init ,Init
2023-09-07 21:52:23.148299, TRACE, Inicio del modulo GetTransaction ,GetTransaction
2023-09-07 21:52:25.175165, TRACE, Fin del modulo GetTransaction ,GetTransaction
2023-09-07 21:52:25.810901, TRACE, Inicio del modulo Process ,Process
2023-09-07 21:52:25.885611, INFO, "Inicio del modulo Work Data" ,Work_Data
